country,indicator,Year,Value
South Africa,Gold,2016,0
South Africa,Silver,1908,1
South Africa,Silver,1912,2
South Africa,Silver,1920,4
South Africa,Silver,1924,1
South Africa,Silver,1928,0
South Africa,Silver,1932,0
South Africa,Silver,1936,1
South Africa,Silver,1948,1
South Africa,Silver,1952,4
South Africa,Silver,1956,0
South Africa,Silver,1960,1
South Africa,Silver,1992,2
South Africa,Silver,1996,1
South Africa,Silver,2000,2
South Africa,Silver,2004,3
South Africa,Silver,2008,1
South Africa,Silver,2012,2
South Africa,Silver,2016,2
South Africa,Bronze,1908,0
South Africa,Bronze,1912,0
South Africa,Bronze,1920,3
South Africa,Bronze,1924,1
South Africa,Bronze,1928,2
South Africa,Bronze,1932,3
South Africa,Bronze,1936,0
South Africa,Bronze,1948,1
South Africa,Bronze,1952,4
South Africa,Bronze,1956,4
South Africa,Bronze,1960,2
South Africa,Bronze,1992,0
South Africa,Bronze,1996,1
South Africa,Bronze,2000,3
South Africa,Bronze,2004,2
South Africa,Bronze,2008,0
South Africa,Bronze,2012,1
South Africa,Bronze,2016,0
South Korea,Total,1948,2
South Korea,Total,1952,2
South Korea,Total,1956,2
South Korea,Total,1964,3
South Korea,Total,1968,2
South Korea,Total,1972,1
South Korea,Total,1976,6
South Korea,Total,1984,19
South Korea,Total,1988,33
South Korea,Total,1992,29
South Korea,Total,1996,27
South Korea,Total,2000,28
South Korea,Total,2004,30
South Korea,Total,2008,31
South Korea,Total,2012,28
South Korea,Total,2016,6
South Korea,Gold,1948,0
South Korea,Gold,1952,0
South Korea,Gold,1956,0
South Korea,Gold,1964,0
South Korea,Gold,1968,0
South Korea,Gold,1972,0
South Korea,Gold,1976,1
South Korea,Gold,1984,6
South Korea,Gold,1988,12
South Korea,Gold,1992,12
South Korea,Gold,1996,7
South Korea,Gold,2000,8
South Korea,Gold,2004,9
South Korea,Gold,2008,13
South Korea,Gold,2012,13
South Korea,Gold,2016,3
South Korea,Silver,1948,0
South Korea,Silver,1952,0
South Korea,Silver,1956,1
South Korea,Silver,1964,2
South Korea,Silver,1968,1
South Korea,Silver,1972,1
South Korea,Silver,1976,1
South Korea,Silver,1984,6
South Korea,Silver,1988,10
South Korea,Silver,1992,5
South Korea,Silver,1996,15
South Korea,Silver,2000,10
South Korea,Silver,2004,12
South Korea,Silver,2008,10
South Korea,Silver,2012,8
South Korea,Silver,2016,2
South Korea,Bronze,1948,2
South Korea,Bronze,1952,2
South Korea,Bronze,1956,1
South Korea,Bronze,1964,1
South Korea,Bronze,1968,1
South Korea,Bronze,1972,0
South Korea,Bronze,1976,4
South Korea,Bronze,1984,7
South Korea,Bronze,1988,11
South Korea,Bronze,1992,12
South Korea,Bronze,1996,5
South Korea,Bronze,2000,10
South Korea,Bronze,2004,9
South Korea,Bronze,2008,8
South Korea,Bronze,2012,7
South Korea,Bronze,2016,1
Soviet Union,Total,1952,71
Soviet Union,Total,1956,98
Soviet Union,Total,1960,103
Soviet Union,Total,1964,96
Soviet Union,Total,1968,91
Soviet Union,Total,1972,99
Soviet Union,Total,1976,125
Soviet Union,Total,1980,195
Soviet Union,Total,1988,132
Soviet Union,Gold,1952,22
Soviet Union,Gold,1956,37
Soviet Union,Gold,1960,43
Soviet Union,Gold,1964,30
Soviet Union,Gold,1968,29
Soviet Union,Gold,1972,50
Soviet Union,Gold,1976,49
Soviet Union,Gold,1980,80
Soviet Union,Gold,1988,55
Soviet Union,Silver,1952,30
Soviet Union,Silver,1956,29
Soviet Union,Silver,1960,29
Soviet Union,Silver,1964,31
Soviet Union,Silver,1968,32
Soviet Union,Silver,1972,27
Soviet Union,Silver,1976,41
Soviet Union,Silver,1980,69
Soviet Union,Silver,1988,31
Soviet Union,Bronze,1952,19
Soviet Union,Bronze,1956,32
Soviet Union,Bronze,1960,31
Soviet Union,Bronze,1964,35
Soviet Union,Bronze,1968,30
Soviet Union,Bronze,1972,22
Soviet Union,Bronze,1976,35
Soviet Union,Bronze,1980,46
Soviet Union,Bronze,1988,46
Spain,Total,1900,1
Spain,Total,1920,2
Spain,Total,1928,1
Spain,Total,1932,1
Spain,Total,1948,1
Spain,Total,1952,1
Spain,Total,1960,1
Spain,Total,1972,1
Spain,Total,1976,2
Spain,Total,1980,6
Spain,Total,1984,5
Spain,Total,1988,4
Spain,Total,1992,22
Spain,Total,1996,17
Spain,Total,2000,11
Spain,Total,2004,20
Spain,Total,2008,18
Spain,Total,2012,17
Spain,Total,2016,1
Spain,Gold,1900,1
Spain,Gold,1920,0
Spain,Gold,1928,1
Spain,Gold,1932,0
Spain,Gold,1948,0
Spain,Gold,1952,0
Spain,Gold,1960,0
Spain,Gold,1972,0
Spain,Gold,1976,0
Spain,Gold,1980,1
Spain,Gold,1984,1
Spain,Gold,1988,1
Spain,Gold,1992,13
Spain,Gold,1996,5
Spain,Gold,2000,3
Spain,Gold,2004,3
Spain,Gold,2008,5
Spain,Gold,2012,3
Spain,Gold,2016,0
Spain,Silver,1900,0
Spain,Silver,1920,2
Spain,Silver,1928,0
Spain,Silver,1932,0
Spain,Silver,1948,1
Spain,Silver,1952,1
Spain,Silver,1960,0
Spain,Silver,1972,0
Spain,Silver,1976,2
Spain,Silver,1980,3
Spain,Silver,1984,2
Spain,Silver,1988,1
Spain,Silver,1992,7
Spain,Silver,1996,6
Spain,Silver,2000,3
Spain,Silver,2004,11
Spain,Silver,2008,10
Spain,Silver,2012,10
Spain,Silver,2016,0
Spain,Bronze,1900,0
Spain,Bronze,1920,0
Spain,Bronze,1928,0
Spain,Bronze,1932,1
Spain,Bronze,1948,0
Spain,Bronze,1952,0
Spain,Bronze,1960,1
Spain,Bronze,1972,1
Spain,Bronze,1976,0
Spain,Bronze,1980,2
Spain,Bronze,1984,2
Spain,Bronze,1988,2
Spain,Bronze,1992,2
Spain,Bronze,1996,6
Spain,Bronze,2000,5
Spain,Bronze,2004,6
Spain,Bronze,2008,3
Spain,Bronze,2012,4
Spain,Bronze,2016,1
Sri Lanka,Total,2000,1
Sri Lanka,Gold,2000,0
Sri Lanka,Silver,2000,1
Sri Lanka,Bronze,2000,0
Sudan,Total,2008,1
Sudan,Gold,2008,0
Sudan,Silver,2008,1
Sudan,Bronze,2008,0
Suriname,Total,1988,1
Suriname,Total,1992,1
Suriname,Gold,1988,1
Suriname,Gold,1992,0
Suriname,Silver,1988,0
Suriname,Silver,1992,0
Suriname,Bronze,1988,0
Suriname,Bronze,1992,1
Sweden,Total,1900,1
Sweden,Total,1908,25
Sweden,Total,1912,65
Sweden,Total,1920,64
Sweden,Total,1924,29
Sweden,Total,1928,25
Sweden,Total,1932,23
Sweden,Total,1936,20
Sweden,Total,1948,44
Sweden,Total,1952,35
Sweden,Total,1956,19
Sweden,Total,1960,6
Sweden,Total,1964,8
Sweden,Total,1968,4
Sweden,Total,1972,16
Sweden,Total,1976,5
Sweden,Total,1980,12
Sweden,Total,1984,19
Sweden,Total,1988,11
Sweden,Total,1992,12
Sweden,Total,1996,8
Sweden,Total,2000,12
Sweden,Total,2004,7
Sweden,Total,2008,5
Sweden,Total,2012,8
Sweden,Total,2016,3
Sweden,Gold,1900,0
Sweden,Gold,1908,8
Sweden,Gold,1912,24
Sweden,Gold,1920,19
Sweden,Gold,1924,4
Sweden,Gold,1928,7
Sweden,Gold,1932,9
Sweden,Gold,1936,6
Sweden,Gold,1948,16
Sweden,Gold,1952,12
Sweden,Gold,1956,8
Sweden,Gold,1960,1
Sweden,Gold,1964,2
Sweden,Gold,1968,2
Sweden,Gold,1972,4
Sweden,Gold,1976,4
Sweden,Gold,1980,3
Sweden,Gold,1984,2
Sweden,Gold,1988,0
Sweden,Gold,1992,1
Sweden,Gold,1996,2
Sweden,Gold,2000,4
Sweden,Gold,2004,4
Sweden,Gold,2008,0
Sweden,Gold,2012,1
Sweden,Gold,2016,1
Sweden,Silver,1900,0
Sweden,Silver,1908,6
Sweden,Silver,1912,24
Sweden,Silver,1920,20
Sweden,Silver,1924,13
Sweden,Silver,1928,6
Sweden,Silver,1932,5
Sweden,Silver,1936,5
Sweden,Silver,1948,11
Sweden,Silver,1952,13
Sweden,Silver,1956,5
Sweden,Silver,1960,2
Sweden,Silver,1964,2
Sweden,Silver,1968,1
Sweden,Silver,1972,6
Sweden,Silver,1976,1
Sweden,Silver,1980,3
Sweden,Silver,1984,11
Sweden,Silver,1988,4
Sweden,Silver,1992,7
Sweden,Silver,1996,4
Sweden,Silver,2000,5
Sweden,Silver,2004,2
Sweden,Silver,2008,4
Sweden,Silver,2012,4
Sweden,Silver,2016,2
Sweden,Bronze,1900,1
Sweden,Bronze,1908,11
Sweden,Bronze,1912,17
Sweden,Bronze,1920,25
Sweden,Bronze,1924,12
Sweden,Bronze,1928,12
Sweden,Bronze,1932,9
Sweden,Bronze,1936,9
Sweden,Bronze,1948,17
Sweden,Bronze,1952,10
Sweden,Bronze,1956,6
Sweden,Bronze,1960,3
Sweden,Bronze,1964,4
Sweden,Bronze,1968,1
Sweden,Bronze,1972,6
Sweden,Bronze,1976,0
Sweden,Bronze,1980,6
Sweden,Bronze,1984,6
Sweden,Bronze,1988,7
Sweden,Bronze,1992,4
Sweden,Bronze,1996,2
Sweden,Bronze,2000,3
Sweden,Bronze,2004,1
Sweden,Bronze,2008,1
Sweden,Bronze,2012,3
Sweden,Bronze,2016,0
Switzerland,Total,1896,3
Switzerland,Total,1900,9
Switzerland,Total,1904,2
Switzerland,Total,1920,11
Switzerland,Total,1924,25
Switzerland,Total,1928,15
Switzerland,Total,1932,1
Switzerland,Total,1936,15
Switzerland,Total,1948,20
Switzerland,Total,1952,14
Switzerland,Total,1956,1
Switzerland,Total,1960,6
Switzerland,Total,1964,4
Switzerland,Total,1968,5
Switzerland,Total,1972,3
Switzerland,Total,1976,4
Switzerland,Total,1980,2
Switzerland,Total,1984,8
Switzerland,Total,1988,4
Switzerland,Total,1992,1
Switzerland,Total,1996,7
Switzerland,Total,2000,9
Switzerland,Total,2004,5
Switzerland,Total,2008,7
Switzerland,Total,2012,4
Switzerland,Total,2016,1
Switzerland,Gold,1896,1
Switzerland,Gold,1900,6
Switzerland,Gold,1904,1
Switzerland,Gold,1920,2
Switzerland,Gold,1924,7
Switzerland,Gold,1928,7
Switzerland,Gold,1932,0
Switzerland,Gold,1936,1
Switzerland,Gold,1948,5
Switzerland,Gold,1952,2
Switzerland,Gold,1956,0
Switzerland,Gold,1960,0
Switzerland,Gold,1964,1
Switzerland,Gold,1968,0
Switzerland,Gold,1972,0
Switzerland,Gold,1976,1
Switzerland,Gold,1980,2
Switzerland,Gold,1984,0
Switzerland,Gold,1988,0
Switzerland,Gold,1992,1
Switzerland,Gold,1996,4
Switzerland,Gold,2000,1
Switzerland,Gold,2004,1
Switzerland,Gold,2008,2
Switzerland,Gold,2012,2
Switzerland,Gold,2016,0
Switzerland,Silver,1896,2
Switzerland,Silver,1900,2
Switzerland,Silver,1904,0
Switzerland,Silver,1920,2
Switzerland,Silver,1924,8
Switzerland,Silver,1928,4
Switzerland,Silver,1932,1
Switzerland,Silver,1936,9
Switzerland,Silver,1948,10
Switzerland,Silver,1952,6
Switzerland,Silver,1956,0
Switzerland,Silver,1960,3
Switzerland,Silver,1964,2
Switzerland,Silver,1968,1
Switzerland,Silver,1972,3
Switzerland,Silver,1976,1
Switzerland,Silver,1980,0
Switzerland,Silver,1984,4
Switzerland,Silver,1988,2
Switzerland,Silver,1992,0
Switzerland,Silver,1996,3
Switzerland,Silver,2000,6
Switzerland,Silver,2004,1
Switzerland,Silver,2008,1
Switzerland,Silver,2012,2
Switzerland,Silver,2016,0
Switzerland,Bronze,1896,0
Switzerland,Bronze,1900,1
Switzerland,Bronze,1904,1
Switzerland,Bronze,1920,7
Switzerland,Bronze,1924,10
Switzerland,Bronze,1928,4
Switzerland,Bronze,1932,0
Switzerland,Bronze,1936,5
Switzerland,Bronze,1948,5
Switzerland,Bronze,1952,6
Switzerland,Bronze,1956,1
Switzerland,Bronze,1960,3
Switzerland,Bronze,1964,1
Switzerland,Bronze,1968,4
Switzerland,Bronze,1972,0
Switzerland,Bronze,1976,2
Switzerland,Bronze,1980,0
Switzerland,Bronze,1984,4
Switzerland,Bronze,1988,2
Switzerland,Bronze,1992,0
Switzerland,Bronze,1996,0
Switzerland,Bronze,2000,2
Switzerland,Bronze,2004,3
Switzerland,Bronze,2008,4
Switzerland,Bronze,2012,0
Switzerland,Bronze,2016,1
Syria,Total,1984,1
Syria,Total,1996,1
Syria,Total,2004,1
Syria,Gold,1984,0
Syria,Gold,1996,1
Syria,Gold,2004,0
Syria,Silver,1984,1
Syria,Silver,1996,0
Syria,Silver,2004,0
Syria,Bronze,1984,0
Syria,Bronze,1996,0
Syria,Bronze,2004,1
Tajikistan,Total,2008,2
Tajikistan,Total,2012,1
Tajikistan,Gold,2008,0
Tajikistan,Gold,2012,0
Tajikistan,Silver,2008,1
Tajikistan,Silver,2012,0
Tajikistan,Bronze,2008,1
Tajikistan,Bronze,2012,1
Tanzania,Total,1980,2
Tanzania,Gold,1980,0
Tanzania,Silver,1980,2
Tanzania,Bronze,1980,0
Thailand,Total,1976,1
Thailand,Total,1984,1
Thailand,Total,1988,1
Thailand,Total,1992,1
Thailand,Total,1996,2
Thailand,Total,2000,3
Thailand,Total,2004,8
Thailand,Total,2008,4
Thailand,Total,2012,4
Thailand,Total,2016,4
Thailand,Gold,1976,0
Thailand,Gold,1984,0
Thailand,Gold,1988,0
Thailand,Gold,1992,0
Thailand,Gold,1996,1
Thailand,Gold,2000,1
Thailand,Gold,2004,3
Thailand,Gold,2008,2
Thailand,Gold,2012,0
Thailand,Gold,2016,2
Thailand,Silver,1976,0
Thailand,Silver,1984,1
Thailand,Silver,1988,0
Thailand,Silver,1992,0
Thailand,Silver,1996,0
Thailand,Silver,2000,0
Thailand,Silver,2004,1
Thailand,Silver,2008,2
Thailand,Silver,2012,2
Thailand,Silver,2016,1
Thailand,Bronze,1976,1
Thailand,Bronze,1984,0
Thailand,Bronze,1988,1
Thailand,Bronze,1992,1
Thailand,Bronze,1996,1
Thailand,Bronze,2000,2
Thailand,Bronze,2004,4
Thailand,Bronze,2008,0
Thailand,Bronze,2012,2
Thailand,Bronze,2016,1
Togo,Total,2008,1
Togo,Gold,2008,0
Togo,Silver,2008,0
Togo,Bronze,2008,1
Tonga,Total,1996,1
Tonga,Gold,1996,0
Tonga,Silver,1996,1
Tonga,Bronze,1996,0
Trinidad and Tobago,Total,1948,1
Trinidad and Tobago,Total,1952,2
Trinidad and Tobago,Total,1964,3
Trinidad and Tobago,Total,1976,1
Trinidad and Tobago,Total,1996,2
Trinidad and Tobago,Total,2000,2
Trinidad and Tobago,Total,2004,1
Trinidad and Tobago,Total,2008,2
Trinidad and Tobago,Total,2012,4
Trinidad and Tobago,Gold,1948,0
Trinidad and Tobago,Gold,1952,0
Trinidad and Tobago,Gold,1964,0
Trinidad and Tobago,Gold,1976,1
Trinidad and Tobago,Gold,1996,0
Trinidad and Tobago,Gold,2000,0
Trinidad and Tobago,Gold,2004,0
Trinidad and Tobago,Gold,2008,0
Trinidad and Tobago,Gold,2012,1
Trinidad and Tobago,Silver,1948,1
Trinidad and Tobago,Silver,1952,0
Trinidad and Tobago,Silver,1964,1
Trinidad and Tobago,Silver,1976,0
Trinidad and Tobago,Silver,1996,0
Trinidad and Tobago,Silver,2000,1
Trinidad and Tobago,Silver,2004,0
Trinidad and Tobago,Silver,2008,2
Trinidad and Tobago,Silver,2012,0
Trinidad and Tobago,Bronze,1948,0
Trinidad and Tobago,Bronze,1952,2
Trinidad and Tobago,Bronze,1964,2
Trinidad and Tobago,Bronze,1976,0
Trinidad and Tobago,Bronze,1996,2
Trinidad and Tobago,Bronze,2000,1
Trinidad and Tobago,Bronze,2004,1
Trinidad and Tobago,Bronze,2008,0
Trinidad and Tobago,Bronze,2012,3
Tunisia,Total,1964,2
Tunisia,Total,1968,2
Tunisia,Total,1972,1
Tunisia,Total,1996,1
Tunisia,Total,2008,1
Tunisia,Total,2012,3
Tunisia,Gold,1964,0
Tunisia,Gold,1968,1
Tunisia,Gold,1972,0
Tunisia,Gold,1996,0
Tunisia,Gold,2008,1
Tunisia,Gold,2012,2
Tunisia,Silver,1964,1
Tunisia,Silver,1968,0
Tunisia,Silver,1972,1
Tunisia,Silver,1996,0
Tunisia,Silver,2008,0
Tunisia,Silver,2012,0
Tunisia,Bronze,1964,1
Tunisia,Bronze,1968,1
Tunisia,Bronze,1972,0
Tunisia,Bronze,1996,1
Tunisia,Bronze,2008,0
Tunisia,Bronze,2012,1
Turkey,Total,1936,2
Turkey,Total,1948,12
Turkey,Total,1952,3
Turkey,Total,1956,7
Turkey,Total,1960,9
Turkey,Total,1964,6
Turkey,Total,1968,2
Turkey,Total,1972,1
Turkey,Total,1984,3
Turkey,Total,1988,2
Turkey,Total,1992,6
Turkey,Total,1996,6
Turkey,Total,2000,5
Turkey,Total,2004,11
Turkey,Total,2008,6
Turkey,Total,2012,4
Turkey,Total,2016,1
Turkey,Gold,1936,1
Turkey,Gold,1948,6
Turkey,Gold,1952,2
Turkey,Gold,1956,3
Turkey,Gold,1960,7
Turkey,Gold,1964,2
Turkey,Gold,1968,2
Turkey,Gold,1972,0
Turkey,Gold,1984,0
Turkey,Gold,1988,1
Turkey,Gold,1992,2
Turkey,Gold,1996,4
Turkey,Gold,2000,3
Turkey,Gold,2004,3
Turkey,Gold,2008,1
Turkey,Gold,2012,1
Turkey,Gold,2016,0
Turkey,Silver,1936,0
Turkey,Silver,1948,4
Turkey,Silver,1952,0
Turkey,Silver,1956,2
Turkey,Silver,1960,2
Turkey,Silver,1964,3
Turkey,Silver,1968,0
Turkey,Silver,1972,1
Turkey,Silver,1984,0
Turkey,Silver,1988,1
Turkey,Silver,1992,2
Turkey,Silver,1996,1
Turkey,Silver,2000,0
Turkey,Silver,2004,3
Turkey,Silver,2008,2
Turkey,Silver,2012,2
Turkey,Silver,2016,1
Turkey,Bronze,1936,1
Turkey,Bronze,1948,2
Turkey,Bronze,1952,1
Turkey,Bronze,1956,2
Turkey,Bronze,1960,0
Turkey,Bronze,1964,1
Turkey,Bronze,1968,0
Turkey,Bronze,1972,0
Turkey,Bronze,1984,3
Turkey,Bronze,1988,0
Turkey,Bronze,1992,2
Turkey,Bronze,1996,1
Turkey,Bronze,2000,2
Turkey,Bronze,2004,5
Turkey,Bronze,2008,3
Turkey,Bronze,2012,1
Turkey,Bronze,2016,0
Uganda,Total,1968,2
Uganda,Total,1972,2
Uganda,Total,1980,1
Uganda,Total,1996,1
Uganda,Total,2012,1
Uganda,Gold,1968,0
Uganda,Gold,1972,1
Uganda,Gold,1980,0
Uganda,Gold,1996,0
Uganda,Gold,2012,1
Uganda,Silver,1968,1
Uganda,Silver,1972,1
Uganda,Silver,1980,1
Uganda,Silver,1996,0
Uganda,Silver,2012,0
Uganda,Bronze,1968,1
Uganda,Bronze,1972,0
Uganda,Bronze,1980,0
Uganda,Bronze,1996,1
Uganda,Bronze,2012,0
Ukraine,Total,1996,23
Ukraine,Total,2000,23
Ukraine,Total,2004,22
Ukraine,Total,2008,27
Ukraine,Total,2012,18
Ukraine,Total,2016,2
Ukraine,Gold,1996,9
Ukraine,Gold,2000,3
Ukraine,Gold,2004,8
Ukraine,Gold,2008,7
Ukraine,Gold,2012,6
Ukraine,Gold,2016,0
Ukraine,Silver,1996,2
Ukraine,Silver,2000,10
Ukraine,Silver,2004,5
Ukraine,Silver,2008,5
Ukraine,Silver,2012,4
Ukraine,Silver,2016,1
Ukraine,Bronze,1996,12
Ukraine,Bronze,2000,10
Ukraine,Bronze,2004,9
Ukraine,Bronze,2008,15
Ukraine,Bronze,2012,8
Ukraine,Bronze,2016,1
Unified Team,Total,1992,112
Unified Team,Gold,1992,45
Unified Team,Silver,1992,38
Unified Team,Bronze,1992,29
United Arab Emirates,Total,2004,1
United Arab Emirates,Total,2016,1
United Arab Emirates,Gold,2004,1
United Arab Emirates,Gold,2016,0
United Arab Emirates,Silver,2004,0
United Arab Emirates,Silver,2016,0
United Arab Emirates,Bronze,2004,0
United Arab Emirates,Bronze,2016,1
United Arab Republic,Total,1960,2
United Arab Republic,Gold,1960,0
United Arab Republic,Silver,1960,1
United Arab Republic,Bronze,1960,1
Uruguay,Total,1924,1
Uruguay,Total,1928,1
Uruguay,Total,1932,1
Uruguay,Total,1948,2
Uruguay,Total,1952,2
Uruguay,Total,1956,1
Uruguay,Total,1964,1
Uruguay,Total,2000,1
Uruguay,Gold,1924,1
Uruguay,Gold,1928,1
Uruguay,Gold,1932,0
Uruguay,Gold,1948,0
Uruguay,Gold,1952,0
Uruguay,Gold,1956,0
Uruguay,Gold,1964,0
Uruguay,Gold,2000,0
Uruguay,Silver,1924,0
Uruguay,Silver,1928,0
Uruguay,Silver,1932,0
Uruguay,Silver,1948,1
Uruguay,Silver,1952,0
Uruguay,Silver,1956,0
Uruguay,Silver,1964,0
Uruguay,Silver,2000,1
Uruguay,Bronze,1924,0
Uruguay,Bronze,1928,0
Uruguay,Bronze,1932,1
Uruguay,Bronze,1948,1
Uruguay,Bronze,1952,2
Uruguay,Bronze,1956,1
Uruguay,Bronze,1964,1
Uruguay,Bronze,2000,0
Uzbekistan,Total,1996,2
Uzbekistan,Total,2000,4
Uzbekistan,Total,2004,5
Uzbekistan,Total,2008,6
Uzbekistan,Total,2012,3
Uzbekistan,Total,2016,2
Uzbekistan,Gold,1996,0
Uzbekistan,Gold,2000,1
Uzbekistan,Gold,2004,2
Uzbekistan,Gold,2008,1
Uzbekistan,Gold,2012,1
Uzbekistan,Gold,2016,0
Uzbekistan,Silver,1996,1
Uzbekistan,Silver,2000,1
Uzbekistan,Silver,2004,1
Uzbekistan,Silver,2008,2
Uzbekistan,Silver,2012,0
Uzbekistan,Silver,2016,0
Uzbekistan,Bronze,1996,1
Uzbekistan,Bronze,2000,2
Uzbekistan,Bronze,2004,2
Uzbekistan,Bronze,2008,3
Uzbekistan,Bronze,2012,2
Uzbekistan,Bronze,2016,2
Venezuela,Total,1952,1
Venezuela,Total,1960,1
Venezuela,Total,1968,1
Venezuela,Total,1976,1
Venezuela,Total,1980,1
Venezuela,Total,1984,3
Venezuela,Total,2004,2
Venezuela,Total,2008,1
Venezuela,Total,2012,1
Venezuela,Gold,1952,0
Venezuela,Gold,1960,0
Venezuela,Gold,1968,1
Venezuela,Gold,1976,0
Venezuela,Gold,1980,0
Venezuela,Gold,1984,0
Venezuela,Gold,2004,0
Venezuela,Gold,2008,0
Venezuela,Gold,2012,1
Venezuela,Silver,1952,0
Venezuela,Silver,1960,0
Venezuela,Silver,1968,0
Venezuela,Silver,1976,1
Venezuela,Silver,1980,1
Venezuela,Silver,1984,0
Venezuela,Silver,2004,0
Venezuela,Silver,2008,0
Venezuela,Silver,2012,0
Venezuela,Bronze,1952,1
Venezuela,Bronze,1960,1
Venezuela,Bronze,1968,0
Venezuela,Bronze,1976,0
Venezuela,Bronze,1980,0
Venezuela,Bronze,1984,3
Venezuela,Bronze,2004,2
Venezuela,Bronze,2008,1
Venezuela,Bronze,2012,0
Vietnam,Total,2000,1
Vietnam,Total,2008,1
Vietnam,Total,2016,1
Vietnam,Gold,2000,0
Vietnam,Gold,2008,0
Vietnam,Gold,2016,1
Vietnam,Silver,2000,1
Vietnam,Silver,2008,1
Vietnam,Silver,2016,0
Vietnam,Bronze,2000,0
Vietnam,Bronze,2008,0
Vietnam,Bronze,2016,0
Virgin Islands,Total,1988,1
Virgin Islands,Gold,1988,0
Virgin Islands,Silver,1988,1
Virgin Islands,Bronze,1988,0
West Germany,Total,1968,26
West Germany,Total,1972,40
West Germany,Total,1976,39
West Germany,Total,1984,59
West Germany,Total,1988,40
West Germany,Gold,1968,5
West Germany,Gold,1972,13
West Germany,Gold,1976,10
West Germany,Gold,1984,17
West Germany,Gold,1988,11
West Germany,Silver,1968,11
West Germany,Silver,1972,11
West Germany,Silver,1976,12
West Germany,Silver,1984,19
West Germany,Silver,1988,14
West Germany,Bronze,1968,10
West Germany,Bronze,1972,16
West Germany,Bronze,1976,17
West Germany,Bronze,1984,23
West Germany,Bronze,1988,15
Yugoslavia,Total,1924,2
Yugoslavia,Total,1928,5
Yugoslavia,Total,1936,1
Yugoslavia,Total,1948,2
Yugoslavia,Total,1952,3
Yugoslavia,Total,1956,3
Yugoslavia,Total,1960,2
Yugoslavia,Total,1964,5
Yugoslavia,Total,1968,8
Yugoslavia,Total,1972,5
Yugoslavia,Total,1976,8
Yugoslavia,Total,1980,9
Yugoslavia,Total,1984,18
Yugoslavia,Total,1988,12
Yugoslavia,Total,1996,4
Yugoslavia,Total,2000,3
Yugoslavia,Gold,1924,2
Yugoslavia,Gold,1928,1
Yugoslavia,Gold,1936,0
Yugoslavia,Gold,1948,0
Yugoslavia,Gold,1952,1
Yugoslavia,Gold,1956,0
Yugoslavia,Gold,1960,1
Yugoslavia,Gold,1964,2
Yugoslavia,Gold,1968,3
Yugoslavia,Gold,1972,2
Yugoslavia,Gold,1976,2
Yugoslavia,Gold,1980,2
Yugoslavia,Gold,1984,7
Yugoslavia,Gold,1988,3
Yugoslavia,Gold,1996,1
Yugoslavia,Gold,2000,1
Yugoslavia,Silver,1924,0
Yugoslavia,Silver,1928,1
Yugoslavia,Silver,1936,1
Yugoslavia,Silver,1948,2
Yugoslavia,Silver,1952,2
Yugoslavia,Silver,1956,3
Yugoslavia,Silver,1960,1
Yugoslavia,Silver,1964,1
Yugoslavia,Silver,1968,3
Yugoslavia,Silver,1972,1
Yugoslavia,Silver,1976,3
Yugoslavia,Silver,1980,3
Yugoslavia,Silver,1984,4
Yugoslavia,Silver,1988,4
Yugoslavia,Silver,1996,1
Yugoslavia,Silver,2000,1
Yugoslavia,Bronze,1924,0
Yugoslavia,Bronze,1928,3
Yugoslavia,Bronze,1936,0
Yugoslavia,Bronze,1948,0
Yugoslavia,Bronze,1952,0
Yugoslavia,Bronze,1956,0
Yugoslavia,Bronze,1960,0
Yugoslavia,Bronze,1964,2
Yugoslavia,Bronze,1968,2
Yugoslavia,Bronze,1972,2
Yugoslavia,Bronze,1976,3
Yugoslavia,Bronze,1980,4
Yugoslavia,Bronze,1984,7
Yugoslavia,Bronze,1988,5
Yugoslavia,Bronze,1996,2
Yugoslavia,Bronze,2000,1
Zambia,Total,1984,1
Zambia,Total,1996,1
Zambia,Gold,1984,0
Zambia,Gold,1996,0
Zambia,Silver,1984,0
Zambia,Silver,1996,1
Zambia,Bronze,1984,1
Zambia,Bronze,1996,0
Zimbabwe,Total,1980,1
Zimbabwe,Total,2004,3
Zimbabwe,Total,2008,4
Zimbabwe,Gold,1980,1
Zimbabwe,Gold,2004,1
Zimbabwe,Gold,2008,1
Zimbabwe,Silver,1980,0
Zimbabwe,Silver,2004,1
Zimbabwe,Silver,2008,3
Zimbabwe,Bronze,1980,0
Zimbabwe,Bronze,2004,1
Zimbabwe,Bronze,2008,0
